,CHN 1992 - 1995: Accuracy on target (Recall),CHN 1992 - 1995: Additional found,CHN 1992 - 1995: F1,TUN 2011 - 2020: Accuracy on target (Recall),TUN 2011 - 2020: Additional found,TUN 2011 - 2020: F1,CRI 1949 - 2015: Accuracy on target (Recall),CRI 1949 - 2015: Additional found,CRI 1949 - 2015: F1,BWA 1990 - 2006: Accuracy on target (Recall),BWA 1990 - 2006: Additional found,BWA 1990 - 2006: F1,USA 2004 - 2004: Accuracy on target (Recall),USA 2004 - 2004: Additional found,USA 2004 - 2004: F1,USA 2004 - 2011: Accuracy on target (Recall),USA 2004 - 2011: Additional found,USA 2004 - 2011: F1,IND 2000 - 2015: Accuracy on target (Recall),IND 2000 - 2015: Additional found,IND 2000 - 2015: F1,BRA 1995 - 2006: Accuracy on target (Recall),BRA 1995 - 2006: Additional found,BRA 1995 - 2006: F1,MEX 1948 - 2008: Accuracy on target (Recall),MEX 1948 - 2008: Additional found,MEX 1948 - 2008: F1,HUN 2010 - 2023: Accuracy on target (Recall),HUN 2010 - 2023: Additional found,HUN 2010 - 2023: F1,SGP 1965 - 2005: Accuracy on target (Recall),SGP 1965 - 2005: Additional found,SGP 1965 - 2005: F1,TZA 1992 - 2020: Accuracy on target (Recall),TZA 1992 - 2020: Additional found,TZA 1992 - 2020: F1,COL 2000 - 2016: Accuracy on target (Recall),COL 2000 - 2016: Additional found,COL 2000 - 2016: F1,NOR 1970 - 2013: Accuracy on target (Recall),NOR 1970 - 2013: Additional found,NOR 1970 - 2013: F1,Mean Recall,Mean F1
ACROSS,0.0,100,0.0,0.4444444444444444,23,0.25,0.3829787234042553,222,0.1338289962825279,0.4117647058823529,400,0.03357314148681055,1.0,27,0.07142857142857142,0.875,273,0.0498220640569395,1.0,567,0.0548885077186964,0.3333333333333333,379,0.020460358056265986,0.46153846153846156,1777,0.019823788546255508,0.9,62,0.25,0.4444444444444444,1142,0.027164685908319188,0.6785714285714286,809,0.04540023894862604,0.058823529411764705,462,0.0041753653444676405,0.5,1175,0.03609515996718622,0.5350642193593204,0.07119006269604759
